source_org_id,concept_label,weight
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Inflammatory Bowel Diseases,0.5069501399993896
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Inflammatory bowel disease,0.8482241630554199
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Internal medicine,0.0
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Life expectancy,0.27504870295524597
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Medicine,1.0718185603618622
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Pathology,0.15053018927574158
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Phenotype,0.08114805817604065
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Population,0.16413837671279907
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Relative risk,0.5610102415084839
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Risk assessment,0.5756056904792786
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Risk factor,0.5091940760612488
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Sociology,0.0
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,Years of potential life lost,0.5815194249153137
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Apoptosis,0.24727565050125122
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Biochemistry,0.28882288932800293
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Biology,0.9371689558029175
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Cell,0.42914384603500366
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Cell biology,0.5350912809371948
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Cell metabolism,0.5109428763389587
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Computer science,0.0
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Disease,0.5638327598571777
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Embedded system,0.0
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Harm,0.5276176929473877
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Law,0.0
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,MEDLINE,0.4540763795375824
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Materials science,0.0
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Medicine,0.5872930288314819
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Meta-analysis,0.4871029853820801
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Metabolism,0.5232669115066528
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Metallurgy,0.0
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Nexus (standard),0.6405488848686218
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Nursing,0.12202504277229309
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Pathology,0.0836808979511261
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Political science,0.0
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Programmed cell death,0.6293809413909912
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Psychological intervention,0.8379109501838684
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Psychology,0.2573462128639221
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Redox,0.4691561460494995
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Social psychology,0.07648447155952454
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Strengths and weaknesses,0.5695809721946716
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,Systematic review,0.5523392558097839
BE_BE0449012406_bfa4fc71db,Bacteria,0.09365224838256836
BE_BE0449012406_bfa4fc71db,Biology,0.6747705936431885
BE_BE0449012406_bfa4fc71db,Community,0.5060710310935974
BE_BE0449012406_bfa4fc71db,Ecology,0.6547218561172485
BE_BE0449012406_bfa4fc71db,Environmental health,0.11622247099876404
