org_id,org_name_norm,org_name,country,city,org_type,budget_total_received,nb_projects,latitude,longitude
MK_MK4030004561156_dcc232518f,CITY OF SKOPJE,CITY OF SKOPJE,MK,Skopje,PUB,863879.38,6,41.9960924,21.4316495
MK_MK4030005551545_822509a4b6,INSTITUT ZA DEMOKRATIJA SOCIETAS CIVILIS SKOPJE,INSTITUT ZA DEMOKRATIJA SOCIETAS CIVILIS SKOPJE,MK,Skopje,REC,301162.5,2,41.9960924,21.4316495
MK_MK4030005552142_8fa60a814d,DPTU ENERGIJA DOO,DPTU ENERGIJA DOO,MK,Skopje,PRC,60000.0,1,42.0010328,21.3919888
MK_MK4030005560757_6dbaf06a96,STATE OWNED JOINT STOCK COMPANY FOR PRODUCTION OF ELECTRICITY POWER PLANTS OF MACEDONIA SKOPJE,STATE OWNED JOINT STOCK COMPANY FOR PRODUCTION OF ELECTRICITY POWER PLANTS OF MACEDONIA SKOPJE,MK,Skopje,PRC,209386.37,1,41.9960924,21.4316495
MK_MK4030007631791_03c80bb17d,CHAMBER OF COMMERCE FOR INFORMATION AND COMMUNICATION TECHNOLOGIES MASIT SKOPJE,CHAMBER OF COMMERCE FOR INFORMATION AND COMMUNICATION TECHNOLOGIES - MASIT SKOPJE,MK,Skopje,OTH,8375.0,1,41.6171214,21.7168387
MK_MK4030007644451_336d1292bf,BALKAN DEVELOPMENT SOLUTIONS LTD SKOPJE,BALKAN DEVELOPMENT SOLUTIONS LTD SKOPJE,MK,SKOPJE,PRC,132500.0,1,41.9882568,21.4681373
MK_MK4030007645490_e508757b8e,UNIVERSITY CLINIC OF PSYCHIATRY,UNIVERSITY CLINIC OF PSYCHIATRY,MK,SKOPJE,REC,504368.25,2,41.9960924,21.4316495
MK_MK4030946262570_44f9deb98b,ASSOCIATION OF ENGINEERING SOCIETIES ENGINEERING INSTITUTION OF MACEDONIA SKOPJE,ASSOCIATION OF ENGINEERING SOCIETIES ENGINEERING INSTITUTION OF MACEDONIA SKOPJE,MK,SKOPJE,OTH,193450.0,1,42.01864755,21.355084164741886
MK_MK4030948262674_9b10739876,INSTITUTE OF NATIONAL HISTORY SKOPJE,INSTITUTE OF NATIONAL HISTORY - SKOPJE,MK,SKOPJE,HES,126000.0,1,41.9960924,21.4316495
MK_MK4030955261454_09f12df6b9,JAVNO SOOBRAKAJNO PRETPRIJATIE SKOPJE,JAVNO SOOBRAKAJNO PRETPRIJATIE SKOPJE,MK,SKOPJE,PRC,15687.5,1,41.6171214,21.7168387
MK_MK4030962253440_84fef71a83,ECONOMIC CHAMBER OF NORTH MACEDONIA,ECONOMIC CHAMBER OF NORTH MACEDONIA,MK,Skopje,OTH,280631.25,6,41.9960924,21.4316495
MK_MK4030967262863_5fc199c119,MACEDONIAN ACADEMY OF SCIENCES AND ARTS,MACEDONIAN ACADEMY OF SCIENCES AND ARTS,MK,Skopje,REC,337840.0,3,41.9960924,21.4316495
MK_MK4030975274722_a3019229a1,GRADEZEN INSTITUT MAKEDONIJA AD SKOPJE,GRADEZEN INSTITUT MAKEDONIJA AD SKOPJE,MK,SKOPJE,PRC,294350.0,1,41.9960924,21.4316495
MK_MK4030979223120_a51ba57cb5,SS CYRIL AND METHODIUS UNIVERSITY IN SKOPJE,Ss. CYRIL AND METHODIUS UNIVERSITY IN SKOPJE,MK,Skopje,HES,3275502.3,26,42.0000955,21.4434832913341
MK_MK4030982108064_47306ef624,J Z U INSTITUT ZA JAVNO ZDRAVJE NA REPUBLIKA SEVERNA MAKEDONIJA SKOPJE,J.Z.U. INSTITUT ZA JAVNO ZDRAVJE NA REPUBLIKA SEVERNA MAKEDONIJA SKOPJE,MK,Skopje,REC,466243.58999999997,5,41.9960924,21.4316495
MK_MK4030988244156_26b806cbdf,ZDRUZENIE NA OPSTINI ZAEDNICA NA EDINICITE NA LOKALNATA SAMOUPRAVA NAREPUBLIKA MAKEDONIJA ZELS SKOPJE,ZDRUZENIE NA OPSTINI ZAEDNICA NA EDINICITE NA LOKALNATA SAMOUPRAVA NAREPUBLIKA MAKEDONIJA-ZELS SKOPJE,MK,Skopje,OTH,32200.0,1,41.9960924,21.4316495
MK_MK4030990270610_59aa08da3c,MINISTRY OF INTERIOR OF THE REPUBLIC OF NORTH MACEDONIA,MINISTRY OF INTERIOR OF THE REPUBLIC OF NORTH MACEDONIA,MK,Skopje,PUB,47562.5,1,41.6171214,21.7168387
MK_MK4030992228017_2ba6958023,CARINSKA UPRAVA NA REPUBLIKA SEVERNA MAKEDONIJA,CARINSKA UPRAVA NA REPUBLIKA SEVERNA MAKEDONIJA,MK,Skopje,PUB,0.0,1,41.6171214,21.7168387
MK_MK4030994180119_d2deae4a6b,MACEDONIAN CENTER FOR INTERNATIONAL COOPERATION SKOPJE,MACEDONIAN CENTER FOR INTERNATIONAL COOPERATION SKOPJE,MK,Skopje,OTH,75500.0,1,41.9960924,21.4316495
MK_MK4030996116167_567e2bac87,ORGANIZACIJA NA POTROSHUVACHITE NA MAKEDONIJA SKOPJE,ORGANIZACIJA NA POTROSHUVACHITE NA MAKEDONIJA SKOPJE,MK,Skopje,REC,136650.0,1,41.6171214,21.7168387
MK_MK4030999368876_f808c830c6,INFINITE SOLUTIONS LLC,INFINITE SOLUTIONS LLC,MK,Skopje,PRC,0.0,1,41.6171214,21.7168387
MK_MK4032009502363_7deaf94776,INSTITUT ZA BILAKJ SEMEJSTVO I SISTEMSKA PRAKSA ALTENATIVA,INSTITUT ZA BILAKJ SEMEJSTVO I SISTEMSKA PRAKSA - ALTENATIVA,MK,SKOPJE,PRC,451562.5,1,41.9878231,21.4525236
MK_MK4032009502738_eeebc57967,UNIVERSITY GOCE DELCEV STIP MILITARY ACADEMY GENERAL MIHAILO APOSTOLSKI SKOPJE ASSOCIATE MEMBER,"UNIVERSITY GOCE DELCEV-STIP, MILITARY ACADEMY GENERAL MIHAILO APOSTOLSKI-SKOPJE, ASSOCIATE MEMBER",MK,Skopje,HES,47150.0,1,41.6171214,21.7168387
MK_MK4032018537773_68c21221b5,NEARSHORE MACEDONIA LTD SKOPJE,NEARSHORE MACEDONIA LTD SKOPJE,MK,Skopje,PRC,0.0,1,41.6171214,21.7168387
MK_MK4038011504177_acb833eb67,COMPANY FOR PRODUCTION TRADE AND ENGINEERING OF SOLAR COLLECTORS AND SOLAR SYSTEMS KAMEL SOLAR LTD SKOPJE,"COMPANY FOR PRODUCTION, TRADE AND ENGINEERING OF SOLAR COLLECTORS AND SOLAR SYSTEMS KAMEL SOLAR LTD. SKOPJE",MK,Skopje,PRC,221506.98,1,41.9960924,21.4316495
MK_MK4057009504474_86bf19b80e,ZDRUZENIE NACIONALEN CENTAR ZA RAZVOJ NA INOVACII I PRETPRIEMACKO UCENJE SKOPJE,ZDRUZENIE NACIONALEN CENTAR ZA RAZVOJ NA INOVACII I PRETPRIEMACKO UCENJE SKOPJE,MK,Skopje,OTH,144325.0,1,41.9960924,21.4316495
MK_MK4057012519130_839e402690,ZDRUZENIE PLATFORMA ZA ZELEN RAZVOJ SKOPJE,ZDRUZENIE PLATFORMA ZA ZELEN RAZVOJ SKOPJE,MK,"SKOPJE, KARPOSH",OTH,440866.25,3,41.6171214,21.7168387
MK_MK4057013520182_468f9f476f,INSTITUTE OF COMMUNICATION STUDIESSKOPJE,INSTITUTE OF COMMUNICATION STUDIESSKOPJE,MK,KARPOS,HES,91125.0,1,41.6171214,21.7168387
MK_MK4057014525013_70e00e07db,DRUSHTVO ZA DELOVNA TEHNICHKA PODDRSHKA I EDUKACIJA NJU MENS BIZNIS AKCELERATOR DOO SKOPJE,DRUSHTVO ZA DELOVNA TEHNICHKA PODDRSHKA I EDUKACIJA NJU MENS BIZNIS AKCELERATOR DOO SKOPJE,MK,Skopje,PRC,0.0,1,41.6171214,21.7168387
MK_MK4057014525722_868cb07854,PRIVATE SCIENTIFIC INSTITUTION INSTITUTE FOR RESEARCH IN ENVIRONMENT CIVIL ENGINEERING AND ENERGY SKOPJE,"PRIVATE SCIENTIFIC INSTITUTION, INSTITUTE FOR RESEARCH IN ENVIRONMENT, CIVIL ENGINEERING AND ENERGY, SKOPJE",MK,SKOPJE,REC,463120.0,3,41.9960924,21.4316495
MK_MK4057015529705_f758bea1dd,RESIDENTIAL BUILDING MANAGEMENT COMPANY HABIDOM DOOEL SKOPJE,RESIDENTIAL BUILDING MANAGEMENT COMPANY HABIDOM DOOEL SKOPJE,MK,SKOPJE,PRC,109812.5,1,41.6171214,21.7168387
MK_MK4058014518960_6ad750474e,DRUSHTVO ZA EDUACIJA CENTAR ZA INOVACII TRANSFER NA ZNAEENJE DOOEL SKOPJE,DRUSHTVO ZA EDUACIJA CENTAR ZA INOVACII TRANSFER NA ZNAEENJE DOOEL SKOPJE,MK,Skopje,PRC,83222.5,2,41.9960924,21.4316495
MK_MK406900950016_71bddf9f9f,PROVISION OF AIR NAVIGATION SERVICES M NAV AD SKOPJE,PROVISION OF AIR NAVIGATION SERVICES M NAV AD SKOPJE,MK,PETROVEC,PRC,0.0,1,,
MK_MK4080009100200_271eec7151,PUBLIC SCIENTIFIC INSTITUTE INSTITUTE OF EARTHQUAKE ENGINEERING AND ENGINEERING SEISMOLOGY SS CYRIL AND METHODIUS UNIVERSITY SKOPJE IZIIS,PUBLIC SCIENTIFIC INSTITUTE-INSTITUTE OF EARTHQUAKE ENGINEERING AND ENGINEERING SEISMOLOGY SS CYRIL AND METHODIUS UNIVERSITY SKOPJE IZIIS,MK,Skopje,REC,239187.5,2,41.9960924,21.4316495
MK_MK4080009501981_52b9e39e79,JAVNA USTANOVA CENTAR ZA OBRAZOVANIE NA VOZRASNITE SKOPJE,JAVNA USTANOVA CENTAR ZA OBRAZOVANIE NA VOZRASNITE SKOPJE,MK,SKOPJE,PUB,56725.0,1,41.9953398,21.4264245
MK_MK4080010516003_abddb001d9,MAKEDONSKA PLATFORMA PROTIV SIROMASHTIJA,MAKEDONSKA PLATFORMA PROTIV SIROMASHTIJA,MK,Skopje,OTH,46527.5,1,41.6171214,21.7168387
MK_MK4080011519278_d546172764,MACEDONIAN ACADEMIC AND RESEARCH NETWORK SKOPJE,MACEDONIAN ACADEMIC AND RESEARCH NETWORK SKOPJE,MK,SKOPJE,PUB,846329.0,5,41.9960924,21.4316495
MK_MK4080012533371_d244161031,GEOLOGICAL SURVEY OF THE REPUBLIC OF MACEDONIA,GEOLOGICAL SURVEY OF THE REPUBLIC OF MACEDONIA,MK,Skopje,PUB,0.0,1,,
MK_MK4080013536528_c53f000aa7,ASSOCIATION HELTGRUPER SAMIT HEALTH AND SOCIAL POLICY RESEARCH SKOPJE,ASSOCIATION HELTGRUPER SAMIT- HEALTH AND SOCIAL POLICY RESEARCH SKOPJE,MK,Skopje,REC,85875.0,1,41.9960924,21.4316495
MK_MK4080013540037_8f89a69080,COMPANY FOR SOFTWARE PRODUCTION TRADE AND SERVICES PRAJM APPS LLC SKOPJE,"COMPANY FOR SOFTWARE PRODUCTION, TRADE AND SERVICES PRAJM APPS LLC SKOPJE",MK,Skopje,,97050.63,1,41.9960924,21.4316495
MK_MK4080016558271_871f6e35cc,AG FUTURA TECHNOLOGII DOOEL SKOPJE,AG FUTURA TECHNOLOGII DOOEL SKOPJE,MK,SKOPJE-CENTAR,PRC,478244.61,3,41.9960924,21.4316495
MK_MK4080018575220_0526c914b0,AKCIONERSKO DRUSHTVO ZA ENERGETSKIDEJNOSTI GRADSKI ENERGETSKI SISTEMI SKOPJE AD,AKCIONERSKO DRUSHTVO ZA ENERGETSKIDEJNOSTI GRADSKI ENERGETSKI SISTEMI-SKOPJE AD,MK,Skopje,PRC,4682.5,1,,
MK_MK4080019579369_f6c0380d22,DRUSHTVO ZA INFORMATICHKI TEHNOLOGII PATKIPER SURDZIKL DOOEL SKOPJE,DRUSHTVO ZA INFORMATICHKI TEHNOLOGII PATKIPER SURDZIKL DOOEL SKOPJE,MK,Skopje,PRC,0.0,1,41.6171214,21.7168387
MK_MK4080019585466_90000abe9c,DRUSHTVO ZA KONSULTANTSKI DEJNOSTICIVITTA MK DOOEL,DRUSHTVO ZA KONSULTANTSKI DEJNOSTICIVITTA MK DOOEL,MK,Skopje,PRC,101861.28,1,,
MK_SOUTH_EAST_EUROPEAN_UNIVERSITY_TETOVO_ea7c77aec8,SOUTH EAST EUROPEAN UNIVERSITY TETOVO,SOUTH EAST EUROPEAN UNIVERSITY TETOVO,MK,Tetovo,HES,138250.0,1,42.0099697,20.9711401
ML_AOPP_8794b06625,AOPP,AOPP,ML,Bamako,OTH,221531.25,1,12.5838327,-7.9905806
ML_INSTITUT_D_ECONOMIE_RURALE_73a241e7ab,INSTITUT D ECONOMIE RURALE,INSTITUT D'ECONOMIE RURALE,ML,Bamako,HES,296275.0,1,12.6438919,-7.9971739
ML_INSTITUT_NATIONAL_DE_LA_STATISTIQUE_03e2e7f79e,INSTITUT NATIONAL DE LA STATISTIQUE,INSTITUT NATIONAL DE LA STATISTIQUE,ML,Bamako,REC,149962.5,2,12.639523472044987,-8.00282981117312
ML_INSTITUT_POLYTECHNIQUE_RURAL_DE_FORMATION_ET_DE_RECHERCHE_AP_8cad41581c,INSTITUT POLYTECHNIQUE RURAL DE FORMATION ET DE RECHERCHE APPLIQUEE,INSTITUT POLYTECHNIQUE RURAL DE FORMATION ET DE RECHERCHE APPLIQUEE,ML,Katibougou,REC,322775.0,1,12.5017753,-8.0920452
ML_POINT_SUD_f24d06c558,POINT SUD,Point Sud,ML,Bamako,HES,0.0,1,12.649319,-8.000337
ML_UNIVERSITE_DES_SCIENCES_DES_TECHNIQUES_ET_DES_TECHNOLOGIES_D_d4a8c812a8,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,UNIVERSITE DES SCIENCES DES TECHNIQUES ET DES TECHNOLOGIES DE BAMAKO,ML,Bamako,HES,101000.0,2,12.649319,-8.000337
ML_UNIVERSITE_DES_SCIENCES_JURIDIQUES_ET_POLITIQUES_DE_BAMAKO_05161e8aae,UNIVERSITE DES SCIENCES JURIDIQUES ET POLITIQUES DE BAMAKO,UNIVERSITE DES SCIENCES JURIDIQUES ET POLITIQUES DE BAMAKO,ML,BAMAKO,HES,100875.0,1,12.649319,-8.000337
MM_GIVING_FOR_EARTH_ab91dffb3f,GIVING FOR EARTH,GIVING FOR EARTH,MM,NYAUNG SHWE,OTH,0.0,1,20.658783,96.9317297
MM_MANDALAY_UNIVERSITY_f231fd8eb8,MANDALAY UNIVERSITY,MANDALAY UNIVERSITY,MM,MANDALAY,HES,50000.0,1,21.9812746,96.082375
MN_MONGOLIAN_NATIONAL_UNIVERSITY_OF_MEDICAL_SCIENCES_c829a38d9b,MONGOLIAN NATIONAL UNIVERSITY OF MEDICAL SCIENCES,MONGOLIAN NATIONAL UNIVERSITY OF MEDICAL SCIENCES,MN,Ulaanbaatar,HES,0.0,1,47.9184676,106.9177016
MN_MONGOLIAN_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY_4e83f14b32,MONGOLIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,MONGOLIAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,MN,Ulaanbaatar,HES,0.0,2,47.949809,106.966724193881
MN_NATIONAL_UNIVERSITY_OF_MONGOLIA_b0634c4188,NATIONAL UNIVERSITY OF MONGOLIA,NATIONAL UNIVERSITY OF MONGOLIA,MN,Ulaanbaatar,HES,42500.0,1,47.9184676,106.9177016
MR_INSTITUT_MAURITANIEN_DE_RECHERCHES_OCEANOGRAPHIQUES_ET_DES_P_8b9234606c,INSTITUT MAURITANIEN DE RECHERCHES OCEANOGRAPHIQUES ET DES PECHES,INSTITUT MAURITANIEN DE RECHERCHES OCEANOGRAPHIQUES ET DES PECHES,MR,Nouadhibou,REC,64375.0,1,20.2540382,-9.2399263
MT_CROSS_CULTURE_INTERNATIONAL_FOUNDATION_CCIF_92d689615f,CROSS CULTURE INTERNATIONAL FOUNDATION CCIF,CROSS CULTURE INTERNATIONAL FOUNDATION CCIF,MT,Paola,OTH,0.0,1,,
MT_FINANCIAL_INTELLIGENCE_ANALYSIS_UNIT_6921d95915,FINANCIAL INTELLIGENCE ANALYSIS UNIT,FINANCIAL INTELLIGENCE ANALYSIS UNIT,MT,Birkirkara,PUB,70711.25,1,35.8986001,14.4765878
MT_GZIRA_LOCAL_COUNCIL_62b359f1ad,GZIRA LOCAL COUNCIL,GZIRA LOCAL COUNCIL,MT,GZIRA,PUB,669793.75,2,35.9014961,14.4914308
MT_INSTITUTE_FOR_EDUCATION_4c239d9dc6,INSTITUTE FOR EDUCATION,INSTITUTE FOR EDUCATION,MT,Pembroke,PUB,100132.5,1,35.9306782,14.4685565
MT_MALTA_BUSINESS_FOUNDATION_b578fc611a,MALTA BUSINESS FOUNDATION,MALTA BUSINESS FOUNDATION,MT,Valletta,OTH,9340.0,5,35.8989818,14.5136759
MT_MALTA_POLICE_FORCE_9f1670f716,MALTA POLICE FORCE,Malta Police Force,MT,Floriana,PUB,273890.0,4,35.8929838,14.5052716
MT_MIGRANT_WOMEN_ASSOCIATION_MALTA_0a6a3ececb,MIGRANT WOMEN ASSOCIATION MALTA,MIGRANT WOMEN ASSOCIATION MALTA,MT,Santa Venera,OTH,0.0,1,35.8867896,14.4854096
MT_MINISTERU_GHALL_EDUKAZZJONI_L_ISPORT_IZ_ZGHAZAGH_IR_RICERKA__89921e528c,MINISTERU GHALL EDUKAZZJONI L ISPORT IZ ZGHAZAGH IR RICERKA U L INNOVAZZJONI,"MINISTERU GHALL-EDUKAZZJONI, L-ISPORT,  IZ-ZGHAZAGH, IR-RICERKA U L-INNOVAZZJONI",MT,FLORIANA,PUB,827569.76,16,35.897637849999995,14.504966830361232
MT_MINISTERU_GHAT_TURIZMU_U_L_INDAFA_PUBBLIKA_885a92b619,MINISTERU GHAT TURIZMU U L INDAFA PUBBLIKA,MINISTERU GHAT-TURIZMU U L-INDAFA PUBBLIKA,MT,VALLETTA,PUB,168593.25,1,35.8975102,14.511167964364208
MT_MINISTRY_FOR_EQUALITY_RESEARCH_AND_INNOVATION_8f94ff3057,MINISTRY FOR EQUALITY RESEARCH AND INNOVATION,"MINISTRY FOR EQUALITY, RESEARCH AND INNOVATION",MT,Valletta,PUB,20722.18,5,35.9020547,14.51362
MT_MINISTRY_FOR_TOURISM_AND_CONSUMER_PROTECTION_42174ecdcf,MINISTRY FOR TOURISM AND CONSUMER PROTECTION,MINISTRY FOR TOURISM AND CONSUMER PROTECTION,MT,Valletta,PUB,287172.0,1,35.8975102,14.511167964364208
MT_MT10534116_5ddfaf2f29,STUDIO SEVEN CO LTD,STUDIO SEVEN CO LTD,MT,Birkirkara,PRC,55000.0,3,35.8994547,14.4649578
MT_MT11022401_9e64712a28,INTEGRATED RESOURCES MANAGEMENT IRM COMPANY LIMITED,INTEGRATED RESOURCES MANAGEMENT (IRM) COMPANY LIMITED,MT,Senglea,PRC,256875.0,1,35.887175,14.517307
MT_MT12435416_4d6d01d348,WATER SERVICES CORPORATION WSC,WATER SERVICES CORPORATION - WSC,MT,Luqa,REC,80284.0,2,35.8633133,14.5009393
MT_MT12746201_192bc22ee9,MINISTRU GHAT TRASPORT L INFRASTRUTTURA U X XOGHLIJIET PUBBLICI,"MINISTRU GHAT-TRASPORT, L-INFRASTRUTTURA U X-XOGHLIJIET PUBBLICI",MT,FLORIANA,PUB,187055.0,5,35.8929838,14.5052716
MT_MT12746420_950bdc3be5,AUTHORITY FOR TRANSPORT IN MALTA,AUTHORITY FOR TRANSPORT IN MALTA,MT,Marsa,PUB,1071115.08,2,35.87673595,14.4919230926039
MT_MT12816435_16135e317b,THE MALTA CHAMBER OF COMMERCE AND ENTERPRISE ASSOCIATION,THE MALTA CHAMBER OF COMMERCE AND ENTERPRISE ASSOCIATION,MT,VALETTA,OTH,49177.5,4,35.8989818,14.5136759
MT_MT12894031_4d33f577e0,UNIVERSITA TA MALTA,UNIVERSITA TA MALTA,MT,MSIDA,HES,15792376.1,75,35.89754025,14.4858105351654
MT_MT12979127_e2c13ded5d,MINISTERU GHAS SAHHA U L ANZJANITA ATTIVA,MINISTERU GHAS-SAHHA U L-ANZJANITA ATTIVA,MT,Valletta,PUB,370000.0,3,35.8989818,14.5136759
MT_MT13043536_9f55608809,APS BANK LTD,APS BANK LTD,MT,Birkirkara,PRC,0.0,1,35.8986001,14.4765878
MT_MT13325115_87b89262fb,MALTESE CHAMBER OF SCIENTISTS,MALTESE CHAMBER OF SCIENTISTS,MT,Pembroke,OTH,72000.0,3,35.9281313,14.4795722
MT_MT14154602_2c8da1fcfc,DIN L ART HELWA,DIN L-ART HELWA,MT,Valletta,OTH,298375.0,1,35.898858,14.5094772
MT_MT14739304_9376212bf0,DIVERS ALERT NETWORK EUROPE FOUNDATION,DIVERS ALERT NETWORK EUROPE FOUNDATION,MT,TRIQ BIRKIRKARA SAN GWANN,REC,396000.0,1,35.900073776664975,14.495348004529164
MT_MT15170707_4914aaa600,AQUABIOTECH LIMITED,AQUABIOTECH LIMITED,MT,MOSTA,PRC,2619813.33,10,35.9079178,14.4241508
MT_MT15654022_6625953df7,THE GOZO BUSINESS CHAMBER ASSOCIATION,THE GOZO BUSINESS CHAMBER ASSOCIATION,MT,VICTORIA GOZO,OTH,56875.0,1,36.0507651,14.2435604
MT_MT15811517_6e188aa92e,ICON STUDIOS LTD,ICON STUDIOS LTD,MT,TA'XBIEX,PRC,316562.5,1,35.8991087,14.4948986
MT_MT15992703_00ff400777,MALTA FREEPORT TERMINALS LIMITED,MALTA FREEPORT TERMINALS LIMITED,MT,Birzebbuga,PRC,0.0,1,35.8139788,14.5343067
MT_MT16109936_4fd4d4ff10,ACROSSLIMITS LTD,ACROSSLIMITS LTD,MT,BIRKIRKARA,HES,686751.25,4,35.891534,14.4863916
MT_MT16266511_c8fb442823,MALTA AIR TRAFFIC SERVICES LIMITED,MALTA AIR TRAFFIC SERVICES LIMITED,MT,Luqa,PRC,331425.75,6,35.8473932,14.4922673564904
MT_MT16303133_b68cd11de4,JUGS MALTA LIMITED,JUGS @ MALTA LIMITED,MT,Mellieha,PRC,92000.0,2,35.9599618,14.368367
MT_MT16438103_a241cf1c70,ATRIGA CONSULTING SERVICES LTD,ATRIGA CONSULTING SERVICES LTD,MT,Pieta,PRC,214128.0,1,35.892353,14.4934881
MT_MT16515317_fbef91e8e2,MALTA COLLEGE OF ARTS SCIENCE AND TECHNOLOGY,MALTA COLLEGE OF ARTS SCIENCE AND TECHNOLOGY,MT,PAOLA,HES,1627462.71,10,35.8717994,14.5073763
MT_MT16567121_13f0c68b73,WASTESERV MALTA LIMITED,WASTESERV MALTA LIMITED,MT,MARSASCALA,PRC,42377.75,1,35.8629162,14.5591879
MT_MT16661527_56794c5f35,IXARIS SYSTEMS MALTA LIMITED,IXARIS SYSTEMS (MALTA) LIMITED,MT,San Gwann,PRC,0.0,1,35.9093052,14.4788042
MT_MT16747706_d41448d823,MGARR FARMING CO LTD,MGARR FARMING CO LTD,MT,MGARR,PRC,147200.0,1,36.0200905,14.2715386
MT_MT16756434_b2911177f1,KRL LTD,KRL LTD,MT,L-Garb,PRC,0.0,1,36.0598182,14.209081
MT_MT16959526_2d376eefb2,MALTA ENTERPRISE,MALTA ENTERPRISE,MT,Pieta,PUB,400843.75,7,35.9093052,14.4788042
MT_MT17092402_6c98b47f43,GO BEYOND LIMITED,GO BEYOND LIMITED,MT,Qormi,PRC,468375.0,1,35.8984442,14.5148535
MT_MT17161115_d14d7efb95,PARAGON LIMITED,PARAGON LIMITED,MT,MOSTA,PRC,151750.0,2,35.9113683,14.4235824
MT_MT17510006_599aa3fc86,PROJECTS IN MOTION LIMITED,PROJECTS IN MOTION LIMITED,MT,MOSTA,PRC,174125.0,1,35.9079178,14.4241508
MT_MT17981218_f6f2c52f68,MINISTERU GHALL FINANZI,MINISTERU GHALL-FINANZI,MT,Valletta,PUB,155442.37,5,35.8989818,14.5136759
MT_MT18720512_3c0f46fdaa,MALTA COMMUNICATIONS AUTHORITY,MALTA COMMUNICATIONS AUTHORITY,MT,Floriana,PUB,171875.0,2,35.8929838,14.5052716
MT_MT18739015_033948d93f,THE PEOPLE FOR CHANGE FOUNDATION,THE PEOPLE FOR CHANGE FOUNDATION,MT,San Gwann,,217580.0,1,35.9093052,14.4788042
MT_MT19102013_dde1ca4c69,TR ASSOCIATES LTD,TR ASSOCIATES LTD,MT,ST JULIANS,PRC,97566.81,1,,
MT_MT19134013_a5105fd387,MALTA INFORMATION TECHNOLOGY AGENCY,MALTA INFORMATION TECHNOLOGY AGENCY,MT,Blata L Bajda,PUB,540115.41,3,35.8877276,14.4949884
MT_MT19160516_eb7d5b0c1f,MALTA INTELLIGENT ENERGY MANAGEMENT AGENCY,MALTA INTELLIGENT ENERGY MANAGEMENT AGENCY,MT,Valletta,OTH,266000.0,3,35.898432,14.5087959
MT_MT20290923_feb52b19d0,NAVAL ARCHITECTURAL SERVICES LIMITED,NAVAL ARCHITECTURAL SERVICES LIMITED,MT,PAOLA,PRC,127877.0,2,35.8717994,14.5073748
MT_MT20390516_b0d7787f20,MALTA COMPETITION AND CONSUMER AFFAIRS AUTHORITHY,MALTA COMPETITION AND CONSUMER AFFAIRS AUTHORITHY,MT,Hamrun,PUB,193080.37,3,35.8867896,14.4854096
MT_MT20759704_547c4912e1,WELLNESS SPA ITALY CO LTD,WELLNESS SPA ITALY CO. LTD,MT,BIRZEBBUGIA,PRC,0.0,1,35.8235748,14.5290885
MT_MT20781036_81c67fd169,MARSEC XL INTERNATIONAL LTD,MARSEC-XL INTERNATIONAL LTD,MT,Cospicua,PRC,100000.0,1,35.8813971,14.5192917
MT_MT21085935_564c064577,SPECIAL INTEREST TRAVEL LIMITED,SPECIAL INTEREST TRAVEL LIMITED,MT,Valletta,PRC,350000.0,1,35.8989818,14.5136759
MT_MT21550309_ba56fd7f5c,KARL BORG EVENTS LTD,KARL BORG EVENTS LTD,MT,Attard,PRC,35000.0,1,35.8909172,14.4430093
MT_MT21815006_18f136503e,REAQTA LTD,REAQTA LTD,MT,Valletta,PRC,1970336.4,1,35.8989818,14.5136759
MT_MT21859822_dfa48de8cd,LOQUS FLEET LIMITED,LOQUS FLEET LIMITED,MT,SAN GWANN,PRC,50000.0,1,35.9093052,14.4788042
MT_MT21978901_264bc87e46,DARTTEK LTD,DARTTEK LTD,MT,ZEJTUN,PRC,316137.5,1,35.8537008,14.5315311
MT_MT22216832_e41fe39813,FLYING SQUIRREL GAMES MALTA LIMITED,FLYING SQUIRREL GAMES MALTA LIMITED,MT,Attard,PRC,274375.0,1,35.8909172,14.4430093
MT_MT22440628_cbdc705e7a,MALTA INFORMATION TECHNOLOGY LAW ASSOCIATION,MALTA INFORMATION TECHNOLOGY LAW ASSOCIATION,MT,Kalmara,REC,553279.49,3,35.8885993,14.4476911
MT_MT22447737_9b13978159,MALTA LIFE SCIENCES CENTRE LIMITED,MALTA LIFE SCIENCES CENTRE LIMITED,MT,PIETA,PRC,169612.5,1,35.892353,14.4934881
MT_MT22534816_dcf5118c41,VRTRON LIMITED,VRTRON LIMITED,MT,MELLIEHA,PRC,146650.0,1,35.9546691,14.37198
MT_MT22629723_7f364b09e6,ENERGY AND WATER AGENCY,ENERGY AND WATER AGENCY,MT,QORMI,PUB,594351.4299999999,8,35.8989818,14.5136759
MT_MT22759332_94d5410162,WEEE MALTA LTD,WEEE (MALTA) LTD,MT,VALLETTA,PRC,0.0,1,35.8989818,14.5136759
MT_MT22766130_a04cbf107d,EPSILON MALTA LIMITED,EPSILON MALTA LIMITED,MT,SWATAR,PRC,1020098.38,4,35.8885993,14.4476911
