org_id,org_name_norm,org_name,country,city,org_type,budget_total_received,nb_projects,latitude,longitude
AT_INDUSTRIE_4_0_OSTERREICH_DIE_PLATTFORM_FUR_INTELLIGENTE_PROD_f512e88064,INDUSTRIE 4 0 OSTERREICH DIE PLATTFORM FUR INTELLIGENTE PRODUKTION,INDUSTRIE 4.0 OSTERREICH - DIE PLATTFORM FUR INTELLIGENTE PRODUKTION,AT,Wien,OTH,64250.0,1,48.2001295,16.3559159
AT_INNOC_OSTERREICHISCHE_GESELLSCHAFT_FUR_INNOVATIVE_COMPUTERWI_99a883456a,INNOC OSTERREICHISCHE GESELLSCHAFT FUR INNOVATIVE COMPUTERWISSENSCHAFTEN,INNOC OSTERREICHISCHE GESELLSCHAFT FUR INNOVATIVE COMPUTERWISSENSCHAFTEN,AT,WIEN,REC,114500.0,1,48.216220449999994,16.403144111767915
AT_INNOVATION_SALZBURG_GMBH_8bd673a5cb,INNOVATION SALZBURG GMBH,INNOVATION SALZBURG GMBH,AT,Salzburg,OTH,30237.129999999997,4,47.8015533,13.0185709
AT_INSTITUT_FUR_HOHERE_STUDIEN_INSTITUTE_FOR_ADVANCED_STUDIES_0271209ae9,INSTITUT FUR HOHERE STUDIEN INSTITUTE FOR ADVANCED STUDIES,INSTITUT FUR HOHERE STUDIEN - INSTITUTE FOR ADVANCED STUDIES,AT,WIEN,HES,5797558.7,16,48.2095198,16.3478847
AT_INTERNATIONALES_INFORMATIONSZENTRUM_FUR_TERMINOLOGIE_3817cf3185,INTERNATIONALES INFORMATIONSZENTRUM FUR TERMINOLOGIE,INTERNATIONALES INFORMATIONSZENTRUM FUR TERMINOLOGIE,AT,WIEN,OTH,102500.0,1,48.1958193,16.3515184
AT_INTERNATIONALES_INSTITUT_FUER_ANGEWANDTE_SYSTEMANALYSE_87490380a4,INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE,INTERNATIONALES INSTITUT FUER ANGEWANDTE SYSTEMANALYSE,AT,Laxenburg,REC,24206968.9,57,48.0682722,16.3581708
AT_INTERNATIONAL_ATOMIC_ENERGY_AGENCY_94847fd4b6,INTERNATIONAL ATOMIC ENERGY AGENCY,INTERNATIONAL ATOMIC ENERGY AGENCY,AT,Wien,PUB,0.0,2,48.234828449999995,16.416841737611023
AT_INTERNATIONAL_CENTRE_FOR_ARCHIVAL_RESEARCH_ICARUS_8079a15146,INTERNATIONAL CENTRE FOR ARCHIVAL RESEARCH ICARUS,International Centre for Archival Research (ICARUS),AT,Vienna,REC,74351.75,1,48.24845115,16.359597235192105
AT_INTERNATIONAL_CENTRE_FOR_MIGRATION_POLICY_DEVELOPMENT_14354920d7,INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT,INTERNATIONAL CENTRE FOR MIGRATION POLICY DEVELOPMENT,AT,WIEN,REC,1796458.0,7,48.2083537,16.3725042
AT_INTERNATIONAL_COMMISSION_FOR_THE_PROTECTION_OF_THE_DANUBE_RI_5e9dd8bf87,INTERNATIONAL COMMISSION FOR THE PROTECTION OF THE DANUBE RIVER,INTERNATIONAL COMMISSION FOR THE PROTECTION OF THE DANUBE RIVER,AT,Wien,PUB,9000.0,1,48.233195,16.4170945
AT_ISEKI_FOOD_EUROPAISCHE_GESELLSCHAFT_FUR_DIE_INTEGRATION_DER__7483da1df3,ISEKI FOOD EUROPAISCHE GESELLSCHAFT FUR DIE INTEGRATION DER LEBENSMITTELWISSINSCHAFT UND TECHNOLGIE IN DIE LEBENSMITTELVERSORGUNGSKETTE,ISEKI-FOOD - EUROPAISCHE GESELLSCHAFT FUR DIE INTEGRATION DER LEBENSMITTELWISSINSCHAFT UND -TECHNOLGIE IN DIE LEBENSMITTELVERSORGUNGSKETTE,AT,Wien,OTH,1154878.56,5,48.2083537,16.3725042
AT_JAEGER_JILL_d2b04cf95a,JAEGER JILL,JAEGER JILL,AT,,PRC,245058.61,2,48.24617845,16.40743895
AT_JOHANN_RADON_INSTITUTE_FOR_COMPUTATIONAL_AND_APPLIED_MATHEMA_fa2d4a8cab,JOHANN RADON INSTITUTE FOR COMPUTATIONAL AND APPLIED MATHEMATICS,Johann Radon Institute for Computational and Applied Mathematics,AT,Linz,HES,0.0,1,48.3059078,14.286198
AT_JORDE_KLAUS_DIETER_ecf4f48755,JORDE KLAUS DIETER,JORDE KLAUS-DIETER,AT,,PRC,0.0,1,47.2000338,13.199959
AT_KARNTNER_WIRTSCHAFTSFORDERUNGSFONDS_fbe196c1ce,KARNTNER WIRTSCHAFTSFORDERUNGSFONDS,KARNTNER WIRTSCHAFTSFORDERUNGSFONDS,AT,Klagenfurt am Wörthersee,OTH,0.0,1,46.6233369,14.3140319
AT_KDZ_ZENTRUM_FUR_VERWALTUNGSFORSCHUNG_902b1d7753,KDZ ZENTRUM FUR VERWALTUNGSFORSCHUNG,KDZ - ZENTRUM FUR VERWALTUNGSFORSCHUNG,AT,Wien,REC,82800.0,1,48.1857192,16.4221587
AT_KLEBOTH_JOCHEN_4bafd6b8f1,KLEBOTH JOCHEN,KLEBOTH JOCHEN,AT,,PRC,196250.0,1,48.2083537,16.3725042
AT_KLIMA_UND_ENERGIEFONDS_52d16cbae0,KLIMA UND ENERGIEFONDS,KLIMA- UND ENERGIEFONDS,AT,WIEN,PUB,2459113.36,3,48.2083537,16.3725042
AT_KMU_FORSCHUNG_AUSTRIA_AUSTRIAN_INSTITUTE_FOR_SME_RESEARCH_ba05ee2528,KMU FORSCHUNG AUSTRIA AUSTRIAN INSTITUTE FOR SME RESEARCH,KMU FORSCHUNG AUSTRIA (AUSTRIAN INSTITUTE FOR SME RESEARCH),AT,Wien,REC,93656.25,1,48.1979898,16.373129
AT_KONLECHNER_DAVID_7302d1e6b3,KONLECHNER DAVID,KONLECHNER DAVID,AT,,PRC,376682.25,2,48.2193806,16.4018436
AT_KRATENA_KURT_e437de6f64,KRATENA KURT,KRATENA KURT,AT,,PRC,307473.75,1,48.2083537,16.3725042
AT_LANDSCAPE_FINANCE_LAB_VEREIN_FURINKUBATION_NACHHALTIGER_LAND_4819a14066,LANDSCAPE FINANCE LAB VEREIN FURINKUBATION NACHHALTIGER LANDSCHAFTEN,LANDSCAPE FINANCE LAB - VEREIN FURINKUBATION NACHHALTIGER LANDSCHAFTEN,AT,Wien,OTH,1315087.0,1,48.2296803,16.29945262113402
AT_LENDWIRBEL_VEREIN_FUR_NACHBARSCHAFTLICHE_STADTENTWICKLUNG_7471e35ed2,LENDWIRBEL VEREIN FUR NACHBARSCHAFTLICHE STADTENTWICKLUNG,LENDWIRBEL - VEREIN FUR NACHBARSCHAFTLICHE STADTENTWICKLUNG,AT,Graz,OTH,164987.5,1,47.08260355,15.41890185399274
AT_LUGER_SIEGFRIED_2b2c656d27,LUGER SIEGFRIED,LUGER SIEGFRIED,AT,,PRC,300772.5,1,47.2000338,13.199959
AT_MAIR_CHRISTIAN_ac8a260f6b,MAIR CHRISTIAN,MAIR CHRISTIAN,AT,,PRC,334335.0,1,47.258927650000004,11.369831469833994
AT_MEDIENWERKSTATT_LINZ_772c140220,MEDIENWERKSTATT LINZ,MEDIENWERKSTATT LINZ,AT,Linz,OTH,24763.38,1,,
AT_MICROFLUIDICS_INNOVATION_HUB_1071e722c2,MICROFLUIDICS INNOVATION HUB,MICROFLUIDICS INNOVATION HUB,AT,Weiz,OTH,1335981.36,1,47.211009,15.6354598
AT_MORAVITZ_MARTIN_9d872290da,MORAVITZ MARTIN,MORAVITZ MARTIN,AT,,PRC,41175.0,1,47.2000338,13.199959
AT_MUCKE_HERMANN_ec7a0ae822,MUCKE HERMANN,MUCKE HERMANN,AT,,PRC,188628.41,2,48.2043286,16.3511947
AT_NETZWERK_LOGISTIK_0914cd383c,NETZWERK LOGISTIK,NETZWERK LOGISTIK,AT,STEYR,OTH,35625.0,1,48.051181650000004,14.396213800253392
AT_NEUE_MITTELSCHULE_VOMP_STANS_8955e4ed1d,NEUE MITTELSCHULE VOMP STANS,Neue Mittelschule Vomp Stans,AT,Vomp,OTH,0.0,1,47.35663135,11.697648442052117
AT_NEUMULLER_MORITZ_1d860279ac,NEUMULLER MORITZ,NEUMULLER MORITZ,AT,,PRC,143544.04,1,48.3040178,14.2523444
AT_NOTAPPLICABLE_9a3d4f90c2,EURAG OSTERREICH VEREIN DER FREUNDE DES BUNDES FUR DIE ALTERE GENERATION EUROPAS,EURAG OSTERREICH - VEREIN DER FREUNDE DES BUNDES FUR DIE ALTERE GENERATION EUROPAS,AT,WIEN,OTH,146625.0,1,48.2268742,16.3052824
AT_OCHSNER_WARMEPUMPEN_GMBH_7c027b79b1,OCHSNER WARMEPUMPEN GMBH,OCHSNER WARMEPUMPEN GMBH,AT,LINZ,PRC,674134.38,3,48.3059399,14.2863265
AT_OPEN_KNOWLEDGE_MAPS_VEREIN_ZUR_FORDERUNG_DER_SICHTBARKEIT_WI_ec24da8158,OPEN KNOWLEDGE MAPS VEREIN ZUR FORDERUNG DER SICHTBARKEIT WISSENSCHAFTLICHEN WISSENS,OPEN KNOWLEDGE MAPS - VEREIN ZUR FORDERUNG DER SICHTBARKEIT WISSENSCHAFTLICHEN WISSENS,AT,Wien,REC,387000.0,1,48.18021535,16.405090250384216
AT_OPEN_SCIENCE_LEBENSWISSENSCHAFTEN_IM_DIALOG_eebb6a27bf,OPEN SCIENCE LEBENSWISSENSCHAFTEN IM DIALOG,OPEN SCIENCE - LEBENSWISSENSCHAFTEN IM DIALOG,AT,Wien,REC,92187.5,1,48.187401,16.4067943
AT_OSTERREICHISCHES_INSTITUT_FUR_BAUTECHNIK_cc2de6d3ef,OSTERREICHISCHES INSTITUT FUR BAUTECHNIK,OSTERREICHISCHES INSTITUT FUR BAUTECHNIK,AT,Wien,OTH,357790.0,2,48.2108466,16.3638113
AT_OSTERREICHISCHES_INSTITUT_FUR_WIRTSCHAFTSFORSCHUNG_VEREIN_539f03996e,OSTERREICHISCHES INSTITUT FUR WIRTSCHAFTSFORSCHUNG VEREIN,OSTERREICHISCHES INSTITUT FUR WIRTSCHAFTSFORSCHUNG VEREIN,AT,Wien,REC,404250.0,2,48.18161325,16.389939473338167
AT_OSTERREICHISCHES_OKOLOGIE_INSTITUT_fe0f99e431,OSTERREICHISCHES OKOLOGIE INSTITUT,OSTERREICHISCHES OKOLOGIE-INSTITUT,AT,WIEN,REC,150280.0,1,48.2002808,16.3453075
AT_OSTERREICHISCHE_FORSCHUNGSFORDERUNGSGESELLSCHAFT_MBH_5500438e81,OSTERREICHISCHE FORSCHUNGSFORDERUNGSGESELLSCHAFT MBH,OSTERREICHISCHE FORSCHUNGSFORDERUNGSGESELLSCHAFT MBH,AT,Wien,OTH,20466122.16,67,48.21951715,16.35375263655427
AT_OSTERREICHISCHE_GESELLSCHAFT_FUR_SYSTEM_UND_AUTOMATISIERUNGS_83ce5a4036,OSTERREICHISCHE GESELLSCHAFT FUR SYSTEM UND AUTOMATISIERUNGSTECHNIK,OSTERREICHISCHE GESELLSCHAFT FUR SYSTEM- UND AUTOMATISIERUNGSTECHNIK,AT,WIEN,REC,1358250.0,4,48.17574225,16.288819817692765
AT_OSTERREICHISCHE_GESELLSCHAFT_FUR_UMWELT_UND_TECHNIK_88756e9aec,OSTERREICHISCHE GESELLSCHAFT FUR UMWELT UND TECHNIK,OSTERREICHISCHE GESELLSCHAFT FUR UMWELT UND TECHNIK,AT,Wien,REC,1295718.75,3,48.2151092,16.3762604
AT_OSTERREICHISCHE_KINDER_KREBS_HILFE_VERBAND_DER_OSTERREICHISC_d11f0c41c9,OSTERREICHISCHE KINDER KREBS HILFE VERBAND DER OSTERREICHISCHEN KINDER KREBS HILFE ORGANISATIONEN VEREIN,OSTERREICHISCHE KINDER-KREBS-HILFE-VERBAND DER OSTERREICHISCHEN KINDER-KREBS-HILFE-ORGANISATIONEN VEREIN,AT,Wien,OTH,29582.93,1,,
AT_OSTERREICHISCHE_PLATTFORM_FUR_INTERDISCIPLINARE_ALTERNSFRAGE_746fa8058a,OSTERREICHISCHE PLATTFORM FUR INTERDISCIPLINARE ALTERNSFRAGEN,OSTERREICHISCHE PLATTFORM FUR INTERDISCIPLINARE ALTERNSFRAGEN,AT,Wien,REC,551881.25,2,48.2083537,16.3725042
AT_PARACELSUS_MEDIZINISCHE_PRIVATUNIVERSITAT_SALZBURG_PRIVATSTI_4a173df647,PARACELSUS MEDIZINISCHE PRIVATUNIVERSITAT SALZBURG PRIVATSTIFTUNG,PARACELSUS MEDIZINISCHE PRIVATUNIVERSITAT SALZBURG - PRIVATSTIFTUNG,AT,Salzburg,HES,2132982.99,5,47.8088847,13.0313195
AT_PHOTONICS_AUSTRIA_PLATTFORM_ZUR_FORDERUNG_DER_OSTERREICHISCH_32e8163505,PHOTONICS AUSTRIA PLATTFORM ZUR FORDERUNG DER OSTERREICHISCHEN INTERESSEN IM BEREICH PHOTONIK,PHOTONICS AUSTRIA - PLATTFORM ZUR FORDERUNG DER OSTERREICHISCHEN INTERESSEN IM BEREICH PHOTONIK,AT,Weiz,OTH,852375.03,7,47.2153175,15.630937950000003
AT_PRACTICAL_ROBOTICS_INSTITUTE_AUSTRIA_PRIA_ZUR_FORDERUNG_DES__b274ac3dbd,PRACTICAL ROBOTICS INSTITUTE AUSTRIA PRIA ZUR FORDERUNG DES WISSENSCHAFTLICH TECHNISCHEM NACHWUCHSES UBER ROBOTIK IN OSTERREICH,PRACTICAL ROBOTICS INSTITUTE AUSTRIA (PRIA) ZUR FORDERUNG DES WISSENSCHAFTLICH-TECHNISCHEM NACHWUCHSES UBER ROBOTIK IN OSTERREICH,AT,Wien,REC,532634.75,4,48.2362202,16.3692812
AT_PRASIDENTENKONFERENZ_DER_LANDWIRTSCHAFTSKAMMERN_OSTERREICHS_4af3df7974,PRASIDENTENKONFERENZ DER LANDWIRTSCHAFTSKAMMERN OSTERREICHS,PRASIDENTENKONFERENZ DER LANDWIRTSCHAFTSKAMMERN OSTERREICHS,AT,Wien,OTH,313500.0,3,48.2084018,16.3652845
AT_PRO_DANUBE_INTERNATIONAL_VEREIN_ZUR_FORDERUNG_VON_TRANSPORTE_37ea70ac38,PRO DANUBE INTERNATIONAL VEREIN ZUR FORDERUNG VON TRANSPORTEN AUF DER DONAU,PRO DANUBE INTERNATIONAL - VEREIN ZUR FORDERUNG VON TRANSPORTEN AUF DER DONAU,AT,WIEN,OTH,0.0,2,48.2083537,16.3725042
AT_REGELSBERGER_MARTIN_4cd855d5e0,REGELSBERGER MARTIN,REGELSBERGER MARTIN,AT,,PRC,100000.0,1,47.104021450000005,15.722104849341285
AT_REGIONALMANAGEMENT_STEIRISCHER_ZENTRALRAUM_GMBH_145eaffa51,REGIONALMANAGEMENT STEIRISCHER ZENTRALRAUM GMBH,REGIONALMANAGEMENT STEIRISCHER ZENTRALRAUM GMBH,AT,GRAZ,OTH,125902.0,1,47.069226,15.4401405
AT_RHOMBERG_SERSA_RAIL_HOLDING_GMBH_5bcf82a6fe,RHOMBERG SERSA RAIL HOLDING GMBH,RHOMBERG SERSA RAIL HOLDING GMBH,AT,Bregenz,PRC,441250.0,1,47.4960118,9.7300462
AT_RTDS_VEREIN_ZUR_FORDERUNG_DER_KOMMUNIKATION_UND_VERMITTLUNG__2d3f8c2afa,RTDS VEREIN ZUR FORDERUNG DER KOMMUNIKATION UND VERMITTLUNG VON FORSCHUNG TECHNOLOGIE UND INNOVATION RTDS VEREIN ENGL RTDS ASSOCIATION,"RTDS - VEREIN ZUR FORDERUNG DER KOMMUNIKATION UND VERMITTLUNG VON FORSCHUNG, TECHNOLOGIE UND INNOVATION (RTDS VEREIN, ENGL. RTDS ASSOCIATION)",AT,WIEN,OTH,5772127.25,12,48.2095731,16.345394450991833
AT_SALZBURG_AG_FUR_ENERGIE_VERKEHR_UND_TELEKOMMUNIKATION_15810d871e,SALZBURG AG FUR ENERGIE VERKEHR UND TELEKOMMUNIKATION,"SALZBURG AG FUR ENERGIE, VERKEHR UND TELEKOMMUNIKATION",AT,SALZBURG,PRC,0.0,1,,
AT_SCHRENK_HUBERT_709c0da344,SCHRENK HUBERT,SCHRENK HUBERT,AT,,PRC,98000.0,1,48.4366463,16.229452807234527
AT_SCHWARZL_THOMAS_1a68be3037,SCHWARZL THOMAS,SCHWARZL THOMAS,AT,,PRC,125471.33,1,46.9780783,15.4559625230054
AT_STERREICHISCHE_AGENTUR_FUR_WISSENSCHAFTLICHE_INTEGRITAT_cb4e34e8b2,STERREICHISCHE AGENTUR FUR WISSENSCHAFTLICHE INTEGRITAT,ÖSTERREICHISCHE AGENTUR FUR WISSENSCHAFTLICHE INTEGRITAT,AT,Wien,OTH,992902.5,4,48.20469295,16.38842511167791
AT_STUDIA_SCHLIERBACH_STUDIENZENTRUM_F_R_INTERNATIONALE_ANALYSE_b13a37c9ef,STUDIA SCHLIERBACH STUDIENZENTRUM F R INTERNATIONALE ANALYSEN,STUDIA-Schlierbach Studienzentrum für internationale Analysen,AT,Schlierbach,REC,123375.0,1,47.9329318,14.1254997
AT_THE_GLOBAL_INITIATIVE_VEREIN_GEGEN_TRANSATIONALE_ORGANISIERT_a2a05e63fa,THE GLOBAL INITIATIVE VEREIN GEGEN TRANSATIONALE ORGANISIERTE KRIMINALITAT,THE GLOBAL INITIATIVE VEREIN GEGEN TRANSATIONALE ORGANISIERTE KRIMINALITAT,AT,Wien,REC,70000.0,1,48.2006567,16.3752357
AT_TIESS_GUNTER_0be99d9612,TIESS GUNTER,TIESS GUNTER,AT,,PRC,0.0,5,,
AT_TRANSITION_OSTSTEIERMARK_GEMEINSCHAFTEN_NACHHALTIG_GESTALTEN_a906af8163,TRANSITION OSTSTEIERMARK GEMEINSCHAFTEN NACHHALTIG GESTALTEN,TRANSITION OSTSTEIERMARK - GEMEINSCHAFTEN NACHHALTIG GESTALTEN,AT,Gleisdorf,OTH,178750.0,1,47.1280256,15.7492181
AT_VENTREX_AUTOMOTIVE_GMBH_57742d5331,VENTREX AUTOMOTIVE GMBH,VENTREX AUTOMOTIVE GMBH,AT,GRAZ,PRC,324687.5,1,47.0499065,15.4544333
AT_VEREINIGUNG_DER_PFLANZENZUCHTER_UND_SAATGUTKAUFLEUTE_OSTERRE_7756125581,VEREINIGUNG DER PFLANZENZUCHTER UND SAATGUTKAUFLEUTE OSTERREICHS,VEREINIGUNG DER PFLANZENZUCHTER UND SAATGUTKAUFLEUTE OSTERREICHS,AT,St Polen,OTH,15000.0,1,47.81773805,16.245379733248313
AT_VEREIN_FUR_KONSUMENTENINFORMATION_418f516ace,VEREIN FUR KONSUMENTENINFORMATION,VEREIN FUR KONSUMENTENINFORMATION,AT,WIEN,OTH,144375.0,1,48.1990191,16.36268470803894
AT_VEREIN_STEIRISCHE_EISENSTRASSE_VESTE_4661354d74,VEREIN STEIRISCHE EISENSTRASSE VESTE,VEREIN STEIRISCHE EISENSTRASSE (VESTE),AT,EISENERZ,OTH,40000.0,1,47.5414736,14.88696410066996
AT_VICESSE_RESEARCH_GMBH_0724e7f343,VICESSE RESEARCH GMBH,VICESSE RESEARCH GMBH,AT,Wien,REC,1811325.9,6,47.0997061,15.7162381
AT_VS_INNERE_STADT_2387d6f783,VS INNERE STADT,VS-Innere-Stadt,AT,Innsbruck,PRC,0.0,1,47.26796065,11.396236404963192
AT_WIENER_INSTITUT_FUR_INTERNATIONALE_WIRTSCHAFTSVERGLEICHE_8b21d0c88f,WIENER INSTITUT FUR INTERNATIONALE WIRTSCHAFTSVERGLEICHE,WIENER INSTITUT FUR INTERNATIONALE WIRTSCHAFTSVERGLEICHE,AT,Wien,REC,780742.25,3,48.201479649999996,16.36125926098076
AT_WIENER_WIESENTHAL_INSTITUT_FUR_HOLOCAUST_STUDIEN_VWI_FORSCHU_0e8f0e6963,WIENER WIESENTHAL INSTITUT FUR HOLOCAUST STUDIEN VWI FORSCHUNG DOKUMENTATION VERMITTLNUG,WIENER WIESENTHAL INSTITUT FUR HOLOCAUST-STUDIEN VWI FORSCHUNG DOKUMENTATION VERMITTLNUG,AT,Wien,REC,340572.5,3,48.2114572,16.3751977
AT_WIRTSCHAFTSKAMMER_KARNTEN_CHAMBER_OF_COMMERCE_OF_CARINTHIA_afe43adcfa,WIRTSCHAFTSKAMMER KARNTEN CHAMBER OF COMMERCE OF CARINTHIA,WIRTSCHAFTSKAMMER KARNTEN - CHAMBER OF COMMERCE OF CARINTHIA,AT,Klagenfurt am Wörthersee,PUB,131794.0,5,46.618038600000006,14.311794946896047
AT_WIRTSCHAFTSKAMMER_SALZBURG_8ab93a943e,WIRTSCHAFTSKAMMER SALZBURG,Wirtschaftskammer Salzburg,AT,Salzburg,PUB,7862.0,1,47.8047349,13.0124301
AT_WISSENSCHAFTSLADEN_WIEN_SCIENCE_SHOP_VIENNA_a951cfe380,WISSENSCHAFTSLADEN WIEN SCIENCE SHOP VIENNA,WISSENSCHAFTSLADEN WIEN - SCIENCE SHOP VIENNA,AT,WIEN,REC,260000.0,1,48.2231682,16.3515311
AT_WOHNFONDS_WIEN_FONDS_FURWOHNBAU_UND_STADTERNEURUNG_179d1241ea,WOHNFONDS WIEN FONDS FURWOHNBAU UND STADTERNEURUNG,WOHNFONDS WIEN - FONDS FURWOHNBAU UND STADTERNEURUNG,AT,WIEN,OTH,207625.0,1,48.2099923,16.354416
AT_WOLFGANG_PAULI_INSTITUT_1c76786b23,WOLFGANG PAULI INSTITUT,WOLFGANG PAULI INSTITUT,AT,Wien,REC,205000.0,2,48.2192831,16.36776254712767
AT_ZENTRUM_FUR_RISIKO_UND_KRISENMANAGEMENT_ZRK_33159db0be,ZENTRUM FUR RISIKO UND KRISENMANAGEMENT ZRK,ZENTRUM FUR RISIKO- UND KRISENMANAGEMENT - ZRK,AT,Wien,REC,564175.0,2,48.2378273,16.3317019
AT_ZENTRUM_FUR_SOZIALE_INNOVATION_GMBH_940902f6b2,ZENTRUM FUR SOZIALE INNOVATION GMBH,ZENTRUM FUR SOZIALE INNOVATION GMBH,AT,Wien,REC,13814305.91,53,48.1841681,16.3310434
AT_ZUMTOBEL_LIGHTING_GMBH_8ab9f73654,ZUMTOBEL LIGHTING GMBH,ZUMTOBEL LIGHTING GMBH,AT,Dornbirn,PRC,943010.89,3,47.399303,9.7218676
AU_AL_MUDERIS_MUNJED_faf53221b9,AL MUDERIS MUNJED,AL MUDERIS MUNJED,AU,,PRC,0.0,1,,
AU_ASTRONOMY_AUSTRALIA_LIMITED_bb0074777d,ASTRONOMY AUSTRALIA LIMITED,ASTRONOMY AUSTRALIA LIMITED,AU,HAWTHORN,OTH,196834.0,1,-37.822607,145.0388795
AU_AU12004251423_2637fbbe4e,THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH PUBLIC COMPANYLIMITED BY GUARANTEE,THE WALTER AND ELIZA HALL INSTITUTE OF MEDICAL RESEARCH PUBLIC COMPANYLIMITED BY GUARANTEE,AU,Parkville,REC,0.0,1,-37.7899428,144.958812
AU_AU12115954197_74d525e5cd,BLACK DOG INSTITUTE,BLACK DOG INSTITUTE,AU,RANDWICK,REC,0.0,1,-33.914121,151.2410046
AU_AU13628586699_e595423a63,SWINBURNE UNIVERSITY OF TECHNOLOGY,SWINBURNE UNIVERSITY OF TECHNOLOGY,AU,Victoria,HES,0.0,2,-37.822607,145.0388795
AU_AU15211513464_079b054633,THE UNIVERSITY OF SYDNEY,THE UNIVERSITY OF SYDNEY,AU,SYDNEY,HES,217212.5,30,-33.88902705,151.189420694852
AU_AU20112917905_2c315959fa,SWICK MINING SERVICES LTD,SWICK MINING SERVICES LTD,AU,PERTH,PRC,0.0,1,-31.9527121,115.8604796
AU_AU21006566972_cf53e3ea5a,MURDOCH CHILDRENS RESEARCH INSTITUTE PUBLIC COMPANY LBG,MURDOCH CHILDRENS RESEARCH INSTITUTE PUBLIC COMPANY LBG,AU,Parkville,REC,340625.0,4,-37.79404995,144.9493592904347
AU_AU21163137979_599bf0e5e6,BUSHFIRE AND NATURAL HAZARDS CRC LIMITED,BUSHFIRE AND NATURAL HAZARDS CRC LIMITED,AU,East Melbourne,REC,0.0,2,-37.819180700000004,144.9841670395287
AU_AU22052110755_3df68d4b1f,ST VINCENT S HOSPITAL MELBOURNE LIMITED,ST. VINCENT'S HOSPITAL (MELBOURNE)LIMITED,AU,Melbourne,REC,0.0,1,-37.8076887,144.9744689
AU_AU28441859157_e9fdef9509,UNIVERSITY OF THE SUNSHINE COAST,UNIVERSITY OF THE SUNSHINE COAST,AU,Sippy Downs,HES,0.0,3,-26.71622945,153.0589520943651
AU_AU30764374782_17889405f5,UNIVERSITY OF TASMANIA,UNIVERSITY OF TASMANIA,AU,Hobart,HES,134738.75,7,-42.903204,147.3245973
AU_AU31411813344_7a142f82a8,QUEENSLAND INSTITUTE OF MEDICAL RESEARCH,QUEENSLAND INSTITUTE OF MEDICAL RESEARCH,AU,Herston,REC,0.0,2,-27.44952285,153.027434418227
AU_AU34168028386_e8dd422b8d,BRESMEDICAL PTY LTD,BRESMEDICAL PTY LTD,AU,INGLEBURN NSW,PRC,0.0,1,-33.9983333,150.8511111
AU_AU35652597585_1faa5db938,CERVANTES AGRITECH PTY LIMITED,CERVANTES AGRITECH PTY LIMITED,AU,Canberra,PRC,66888.48,1,-35.275746,149.1317262
AU_AU36117372540_9e51e5eba4,CALIX LTD,CALIX LTD,AU,Pymble Nsw,PRC,0.0,2,-33.7450184,151.1424708
AU_AU37191313308_45f9f88073,UNIVERSITY OF SOUTH AUSTRALIA,UNIVERSITY OF SOUTH AUSTRALIA,AU,ADELAIDE SA,HES,0.0,1,-34.9213988,138.6018231
AU_AU40005482824_525d813ec8,OZ MINERALS LIMITED,OZ MINERALS LIMITED,AU,Adelaide,PRC,0.0,1,-34.7905345,138.6362814
AU_AU41687119230_4541ffe147,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,COMMONWEALTH SCIENTIFIC AND INDUSTRIAL RESEARCH ORGANISATION,AU,ACTON ACT,REC,3965823.44,24,-35.2812035,149.1149422
AU_AU41995651524_2017ffead9,SOUTHERN CROSS UNIVERSITY,SOUTHERN CROSS UNIVERSITY,AU,East Lismore,HES,0.0,1,-28.828064,153.2977685
AU_AU43069232284_a63298d1a6,RUBICON SYSTEMS AUSTRALIA PTY LTD,RUBICON SYSTEMS AUSTRALIA PTY LTD,AU,Melbourne Vic,PRC,17109.44,1,,
AU_AU47002684737_45c498f534,CHILDREN S MEDICAL RESEARCH INSTITUTE,CHILDREN'S MEDICAL RESEARCH INSTITUTE,AU,"WESTMEAD, NEW SOUTH WALES",REC,0.0,1,-33.8142979,150.9848049
AU_AU48066780005_33bd842cb5,ANZAC HEALTH AND MEDICAL RESEARCH FOUNDATION,ANZAC HEALTH AND MEDICAL RESEARCH FOUNDATION,AU,Concord Nsw,OTH,0.0,2,-33.8353659,151.0943831
AU_AU51818692256_4eda76996a,FEDERATION UNIVERSITY AUSTRALIA,FEDERATION UNIVERSITY AUSTRALIA,AU,Ballarat,HES,0.0,1,-37.624658,143.8802181
AU_AU52234063906_5e54debd97,THE AUSTRALIAN NATIONAL UNIVERSITY,THE AUSTRALIAN NATIONAL UNIVERSITY,AU,CANBERRA,HES,449493.75,31,-35.2819366,149.128894
AU_AU53014069881_d9661814aa,WESTERN SYDNEY UNVERSITY,WESTERN SYDNEY UNVERSITY,AU,WERRINGTON NSW,HES,86250.0,7,-33.7637949,150.7420151
AU_AU54005139873_5c7b17709a,AURECON AUSTRALASIA PTY LTD,AURECON AUSTRALASIA PTY LTD,AU,MELBOURNE,PRC,0.0,1,-37.8212906,144.9448096
AU_AU54084540518_8330bad599,AARNET PTY LTD,AARNET PTY LTD,AU,North Ryde,OTH,0.0,2,-33.7975472,151.127306
